event_id,dataset_source,source_file,event_type,lane_id,event_onset_s,window_start_s,window_end_s,event_duration_s
5841,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,369.2689,359.2689,369.2689,0.633967000000041
5842,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,354.9546,344.9546,354.9546,0.7674329999999827
5843,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,361.8615,351.8615,361.8615,0.8675330000000372
5844,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,358.7584,348.7584,358.7584,0.967632999999978
5845,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,328.0277,318.0277,328.0277,0.8341670000000363
5846,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,368.201167,358.201167,368.201167,0.7006999999999834
5847,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,374.107067,364.107067,374.107067,0.5338660000000459
5848,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,378.9786,368.9786,378.9786,0.9342670000000339
5849,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,381.0807,371.0807,381.0807,0.8341670000000363
5850,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,314.681033,304.681033,314.681033,0.8007999999999811
5851,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,370.37,360.37,370.37,0.8675329999999803
5852,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,0,308.675033,298.675033,308.675033,0.4671339999999873
5853,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,355.688667,345.688667,355.688667,0.7006999999999834
5854,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,337.5372,327.5372,337.5372,0.8341670000000363
5855,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,376.342633,366.342633,376.342633,1.2345670000000268
5856,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,338.9386,328.9386,338.9386,0.6005999999999858
5857,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,664.997667,654.997667,664.997667,0.7340659999999843
5858,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,340.006333,330.006333,340.006333,0.5338670000000434
5859,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,357.323633,347.323633,357.323633,0.9009000000000356
5860,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,341.007333,331.007333,341.007333,0.5338669999999865
5861,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,374.140433,364.140433,374.140433,0.9342670000000339
5862,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,382.014967,372.014967,382.014967,0.9008999999999787
5863,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,375.0747,365.0747,375.0747,0.8341669999999795
5864,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,314.4141,304.4141,314.4141,1.1344669999999724
5865,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,444.8444,434.8444,444.8444,0.6673329999999851
5866,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,342.675667,332.675667,342.675667,0.500500000000045
5867,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,387.7874,377.7874,387.7874,0.9676330000000348
5868,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,377.543833,367.543833,377.543833,1.0343669999999747
5869,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,381.347633,371.347633,381.347633,1.06773400000003
5870,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,0,342.175167,332.175167,342.175167,0.9342660000000365
5871,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,0,367.2669,357.2669,367.2669,0.967632999999978
5872,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,387.920867,377.920867,387.920867,0.8008000000000379
5873,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,10,367.200167,357.200167,367.200167,0.6673329999999851
5874,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,384.317267,374.317267,384.317267,1.2345659999999725
5875,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,353.319633,343.319633,353.319633,0.7340669999999818
5876,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,21,352.0517,342.0517,352.0517,0.4671329999999898
5877,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,382.849133,372.849133,382.849133,0.7340669999999818
5878,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,392.458733,382.458733,392.458733,0.8007999999999811
5879,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,388.921867,378.921867,388.921867,0.834165999999982
5880,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,387.053333,377.053333,387.053333,0.8675339999999778
5881,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,395.0947,385.0947,395.0947,0.5004999999999882
5882,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,388.821767,378.821767,388.821767,0.7674329999999827
5883,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,391.157433,381.157433,391.157433,0.7674339999999802
5884,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,394.727667,384.727667,394.727667,0.5672329999999874
5885,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,390.757033,380.757033,390.757033,0.8341670000000363
5886,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,396.4961,386.4961,396.4961,1.101099999999974
5887,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,366.399367,356.399367,366.399367,0.6673330000000419
5888,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,338.104433,328.104433,338.104433,0.7340670000000387
5889,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,399.532467,389.532467,399.532467,0.9008999999999787
5890,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,398.431367,388.431367,398.431367,1.0009999999999764
5891,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,720.252867,710.252867,720.252867,0.5004999999999882
5892,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,400.9005,390.9005,400.9005,0.8675329999999803
5893,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,397.163433,387.163433,397.163433,0.7674339999999802
5894,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,393.1928,383.1928,393.1928,0.9009000000000356
5895,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,372.5722,362.5722,372.5722,0.6673329999999851
5896,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,402.535467,392.535467,402.535467,0.7340660000000412
5897,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,400.1998,390.1998,400.1998,0.9009000000000356
5898,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,713.446067,703.446067,713.446067,0.9342659999999796
5899,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,402.335267,392.335267,402.335267,0.9342660000000365
5900,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,405.9055,395.9055,405.9055,0.8675329999999803
5901,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,407.7073,397.7073,407.7073,1.4014000000000237
5902,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,403.035967,393.035967,403.035967,0.9008999999999787
5903,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,346.012333,336.012333,346.012333,0.8007999999999811
5904,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,731.564167,721.564167,731.564167,0.5338659999999891
5905,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,372.538833,362.538833,372.538833,0.7340669999999818
5906,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,392.392,382.392,392.392,1.0677330000000325
5907,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,413.045967,403.045967,413.045967,1.2345659999999725
5908,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,415.3149,405.3149,415.3149,0.4671329999999898
5909,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,410.543467,400.543467,410.543467,0.8675329999999803
5910,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,407.6072,397.6072,407.6072,0.8341670000000363
5911,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,412.078333,402.078333,412.078333,0.8675340000000347
5912,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,410.743667,400.743667,410.743667,1.0343659999999772
5913,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,415.782033,405.782033,415.782033,0.8341669999999795
5914,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,415.848767,405.848767,415.848767,0.7674329999999827
5915,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,413.980233,403.980233,413.980233,1.4681340000000205
5916,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,748.781367,738.781367,748.781367,0.5338659999999891
5917,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,929.094833,919.094833,929.094833,0.8341669999999795
5918,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,751.083667,741.083667,751.083667,0.6673329999999851
5919,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,416.449367,406.449367,416.449367,1.16783300000003
5920,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,404.937867,394.937867,404.937867,0.7340660000000412
5921,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,418.484733,408.484733,418.484733,1.8018000000000143
5922,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,416.6162,406.6162,416.6162,0.8341670000000363
5923,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,421.454367,411.454367,421.454367,0.834165999999982
5924,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,421.988233,411.988233,421.988233,0.9676340000000323
5925,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,419.051967,409.051967,419.051967,0.7340659999999843
5926,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,389.322267,379.322267,389.322267,0.7674329999999827
5927,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,751.917833,741.917833,751.917833,0.8341669999999795
5928,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,419.886133,409.886133,419.886133,1.2345670000000268
5929,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,430.9305,420.9305,430.9305,0.8675329999999803
5930,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,753.385967,743.385967,753.385967,0.8675329999999803
5931,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,421.5211,411.5211,421.5211,0.9342670000000339
5932,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,422.889133,412.889133,422.889133,0.9008999999999787
5933,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,426.0256,416.0256,426.0256,1.1011000000000308
5934,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,408.6082,398.6082,408.6082,0.7674329999999827
5935,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,427.160067,417.160067,427.160067,1.4681329999999662
5936,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,424.8244,414.8244,424.8244,0.8007999999999811
5937,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,426.058967,416.058967,426.058967,1.0677330000000325
5938,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,430.196433,420.196433,430.196433,0.6005999999999858
5939,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,424.3239,414.3239,424.3239,0.9676330000000348
5940,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,428.661567,418.661567,428.661567,0.9676330000000348
5941,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,397.9976,387.9976,397.9976,1.1011000000000308
5942,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,392.9926,382.9926,392.9926,1.0010000000000332
5943,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,435.568467,425.568467,435.568467,0.9008999999999787
5944,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,431.3309,421.3309,431.3309,0.9676330000000348
5945,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,437.770667,427.770667,437.770667,0.8675329999999803
5946,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,430.2298,420.2298,430.2298,0.9008999999999787
5947,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,933.666067,923.666067,933.666067,0.7674329999999827
5948,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,439.7393,429.7393,439.7393,0.7340669999999818
5949,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,435.0346,425.0346,435.0346,0.7674329999999827
5950,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,444.377267,434.377267,444.377267,0.6005999999999858
5951,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,441.0406,431.0406,441.0406,0.7674330000000396
5952,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,432.565467,422.565467,432.565467,0.9008999999999787
5953,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,443.109333,433.109333,443.109333,0.7006999999999834
5954,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,759.525433,749.525433,759.525433,0.9008999999999787
5955,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,434.667567,424.667567,434.667567,0.4671329999999898
5956,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,443.709933,433.709933,443.709933,1.2679340000000252
5957,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,403.269533,393.269533,403.269533,1.0009999999999764
5958,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,445.6452,435.6452,445.6452,0.8341670000000363
5959,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,408.3079,398.3079,408.3079,0.8007999999999811
5960,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,438.204433,428.204433,438.204433,0.7674339999999802
5961,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,447.213433,437.213433,447.213433,0.6005999999999858
5962,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,445.445,435.445,445.445,0.8675329999999803
5963,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,447.713933,437.713933,447.713933,0.9342669999999771
5964,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,450.8504,440.8504,450.8504,0.9676330000000348
5965,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,452.318533,442.318533,452.318533,0.8341669999999795
5966,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,448.8484,438.8484,448.8484,0.967632999999978
5967,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,449.2488,439.2488,449.2488,1.23456699999997
5968,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,451.3509,441.3509,451.3509,0.8007999999999811
5969,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,456.088967,446.088967,456.088967,0.9008999999999787
5970,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,456.0556,446.0556,456.0556,0.9342669999999771
5971,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,448.9485,438.9485,448.9485,0.8675329999999803
5972,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,454.187067,444.187067,454.187067,0.8007999999999811
5973,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,453.6532,443.6532,453.6532,1.0009999999999764
5974,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,457.423633,447.423633,457.423633,0.9008999999999787
5975,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,10,415.248167,405.248167,415.248167,0.6673329999999851
5976,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,458.5581,448.5581,458.5581,0.7674329999999827
5977,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,455.0546,445.0546,455.0546,0.9342670000000339
5978,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,458.2578,448.2578,458.2578,0.9009000000000356
5979,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,457.123333,447.123333,457.123333,0.8675339999999778
5980,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,458.591467,448.591467,458.591467,0.9008999999999787
5981,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,420.353267,410.353267,420.353267,0.7674329999999827
5982,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,462.995867,452.995867,462.995867,1.16783300000003
5983,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,463.696567,453.696567,463.696567,0.8007999999999811
5984,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,466.132333,456.132333,466.132333,1.0343669999999747
5985,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,461.727933,451.727933,461.727933,0.9342669999999771
5986,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,758.4577,748.4577,758.4577,0.8007999999999811
5987,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,467.300167,457.300167,467.300167,0.8675330000000372
5988,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,459.292167,449.292167,459.292167,0.8675329999999803
5989,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,431.397633,421.397633,431.397633,0.7340670000000387
5990,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,762.027933,752.027933,762.027933,1.0677340000000868
5991,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,464.9645,454.9645,464.9645,0.8675330000000372
5992,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,469.6692,459.6692,469.6692,0.8341670000000363
5993,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,467.1667,457.1667,467.1667,1.0010000000000332
5994,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,432.064967,422.064967,432.064967,0.4671329999999898
5995,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,468.201067,458.201067,468.201067,0.967632999999978
5996,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,468.234433,458.234433,468.234433,0.9342669999999771
5997,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,435.6352,425.6352,435.6352,0.8341669999999795
5998,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,469.6692,459.6692,469.6692,0.5004999999999882
5999,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,437.069967,427.069967,437.069967,0.7340659999999843
6000,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,471.838033,461.838033,471.838033,0.8341669999999795
6001,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,437.303533,427.303533,437.303533,0.7340669999999818
6002,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,473.7733,463.7733,473.7733,1.0677329999999756
6003,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,477.8774,467.8774,477.8774,0.967632999999978
6004,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,473.1727,463.1727,473.1727,0.8341669999999795
6005,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,479.9795,469.9795,479.9795,0.5338670000000434
6006,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,474.7743,464.7743,474.7743,1.1344670000000292
6007,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,919.4185,909.4185,919.4185,0.8341669999999795
6008,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,475.541733,465.541733,475.541733,0.8007999999999811
6009,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,478.110967,468.110967,478.110967,0.4671329999999898
6010,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,482.448633,472.448633,482.448633,0.7340670000000387
6011,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,441.774667,431.774667,441.774667,1.0343659999999772
6012,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,485.151333,475.151333,485.151333,0.8675339999999778
6013,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,440.9405,430.9405,440.9405,0.7007000000000403
6014,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,483.7833,473.7833,483.7833,1.0677329999999756
6015,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,768.9682,758.9682,768.9682,0.967632999999978
6016,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,481.814667,471.814667,481.814667,0.8675330000000372
6017,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,476.509367,466.509367,476.509367,0.834165999999982
6018,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,444.610833,434.610833,444.610833,0.8675339999999778
6019,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,487.9875,477.9875,487.9875,0.8675329999999803
6020,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,483.316167,473.316167,483.316167,0.8675329999999803
6021,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,445.6452,435.6452,445.6452,0.8341670000000363
6022,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,485.051233,475.051233,485.051233,1.1344669999999724
6023,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,479.412267,469.412267,479.412267,0.9342660000000365
6024,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,446.446,436.446,446.446,0.7006999999999834
6025,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,483.616467,473.616467,483.616467,0.9008999999999787
6026,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,481.547733,471.547733,481.547733,0.9676340000000323
6027,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,0,447.613833,437.613833,447.613833,0.7006999999999834
6028,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,491.257433,481.257433,491.257433,0.6005999999999858
6029,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,492.158333,482.158333,492.158333,0.8675339999999778
6030,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,489.222067,479.222067,489.222067,0.8008000000000379
6031,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,454.620833,444.620833,454.620833,0.5338669999999865
6032,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,487.820667,477.820667,487.820667,1.0343659999999772
6033,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,493.626467,483.626467,493.626467,0.7340659999999843
6034,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,455.6552,445.6552,455.6552,0.6673330000000419
6035,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,486.552733,476.552733,486.552733,0.9676340000000323
6036,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,494.861033,484.861033,494.861033,0.8341669999999795
6037,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,485.852033,475.852033,485.852033,0.6339669999999842
6038,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,7,775.4747,765.4747,775.4747,0.967632999999978
6039,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,464.897767,454.897767,464.897767,0.9342660000000365
6040,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,499.432267,489.432267,499.432267,0.9008999999999787
6041,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,493.726567,483.726567,493.726567,1.301300000000026
6042,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,496.7963,486.7963,496.7963,1.4014000000000237
6043,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,502.6021,492.6021,502.6021,0.6005999999999858
6044,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,498.664833,488.664833,498.664833,0.7007000000000403
6045,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,472.104967,462.104967,472.104967,0.9009000000000356
6046,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,3,508.341167,498.341167,508.341167,0.8675330000000372
6047,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,2,501.467633,491.467633,501.467633,1.06773400000003
6048,mitra_t8,data\raw\mitra\Data_T8\T8_DAll.csv,hard_brake,1,504.170333,494.170333,504.170333,1.8685339999999542
